id,categorie,question,reponse,nb_documents_recuperes,score_similarite,temps_reponse_secondes,statut,source,corrige_bug_decoupage_region,timestamp
S3-019,geo_tabulaire,Quelles sont les microfinances presentes a Mbalmayo ?,"Selon le tableau ci-dessus, les microfinances présentent à Mbalmayo sont :

* Caisse Populaire Coopérative de Mbalmayo (CAPOCOM) ;
* Société Coopérative d'Epargne et de Crédit des Promotrices Matures (CEC), également entendue comme un ensemble d'établissements agréés animés par un même objectif.",12,0.089,94.87,succes,S3,False,2026-08-01 02:23:36
S3-020,geo_tabulaire,Quelles sont les microfinances presentes a Guider ?,"Selon le tableau 15 en annexes, il est possible de citer les microfinances suivantes qui ont une présence à Guider :

- Société Coopérative d'Epargne et de Crédit de Guider (SOCECGUI)
- Caisse Populaire Cooperative d’Epargne et de Crédit de POLI (COOPECPO)",12,0.1371,107.93,succes,S3,False,2026-08-01 02:25:24
S3-021,geo_tabulaire,Quelles sont les microfinances presentes a Mokolo ?,"Selon le tableau mentionné, il y a deux microfinances présentes à Mokolo :

1. MUCADEC de MOKOLO 
2. MUFID UNION Organe Faîtier",12,0.0915,153.98,succes,S3,True,2026-08-02 21:32:34
S3-022,geo_tabulaire,Quelles sont les microfinances presentes a Mora ?,Je ne dispose pas de cette information dans mes documents.,12,0.1022,88.14,succes,S3,False,2026-08-01 02:28:42
S3-023,geo_tabulaire,Quelles sont les microfinances presentes a Tibati ?,"Selon le contexte fourni, il y a au moins 2 établissements de microfinance présentés à Tibatí :

1. MUFID DE TIBATI 
BP : 32 TIBATI
Tel: 222 19 61 12 / 
222 19 62 20
PCA: ALI SOLIHOU
DG: Mme. MAMBO Honorine épse
DAHIROU
CAC : IBRAHIMA HASSANOU",12,0.0804,92.45,succes,S3,False,2026-08-01 02:30:14
S3-024,geo_tabulaire,Quelles sont les microfinances presentes a Mbouda ?,Je ne dispose pas de cette information dans mes documents.,12,0.1226,75.13,succes,S3,False,2026-08-01 02:31:29
S3-025,geo_tabulaire,Quelles sont les microfinances presentes a Bandjoun ?,Je ne dispose pas de cette information dans mes documents.,12,0.1045,95.7,succes,S3,False,2026-08-01 02:33:05
S3-026,geo_tabulaire,Quelles sont les microfinances presentes a Bafang ?,Je ne dispose pas de cette information dans mes documents.,12,0.1124,73.48,succes,S3,False,2026-08-01 02:34:18
S3-027,geo_tabulaire,Quelles sont les microfinances presentes a Fundong ?,"Il y a une seule microfinance présente à Fundong, qui est la FUNDONG Cooperative Credit Union FUNDONG P.C.A, dirigée par KFUANCHUH FRANCIS sous le numéro 00353/MINEFI du 27/07/2001 EMF/2011/0112.",12,0.0925,94.27,succes,S3,False,2026-08-01 02:35:53
S3-028,geo_tabulaire,Quelles sont les microfinances presentes a Wum ?,Je ne dispose pas de cette information dans mes documents.,12,0.0807,69.17,succes,S3,False,2026-08-01 02:37:02
S3-029,geo_tabulaire,Quelles sont les microfinances presentes a Bali ?,"Selon l'encadré 05 : Promoteurs de l’activité des microfinances en zone CEMAC, au niveau de Bali, il existe les établissements suivants :

* BALI Central Cooperative Credit Union LTD (BACCUL)
* BALI Centre
* BAMCCUL (Bambui Cooperative Credit Union)

Ces établissements sont mentionnés dans la liste des promoteurs de l'activité des microfinances en zone CEMAC.",12,0.0598,83.7,succes,S3,False,2026-08-01 02:38:26
S3-030,geo_tabulaire,Quelles sont les microfinances presentes a Batouri ?,"Selon le tableau 15 en annexes, MUFID DE BATOURI est présent à Batouri.",12,0.0969,84.36,succes,S3,False,2026-08-01 02:39:50
S3-031,geo_tabulaire,Quelles sont les microfinances presentes a Obala ?,Je ne dispose pas de cette information dans mes documents.,12,0.1075,75.51,succes,S3,False,2026-08-01 02:41:05
S3-032,geo_tabulaire,Quelles sont les microfinances presentes a Loum ?,"D'après les informations disponibles, il existe au moins trois établissements de microfinance mentionnés dans le contexte :

1. MUFID D'LOUM LOUM (PCA : MOUNE MAHOP François)
2. MUFID DE NJOMBE (B.P. 52 NJOMBE, PCA : Mme. BESSALA Julienne)

Il est possible que d'autres établissements de microfinance soient présents à Loum, mais ces deux ne sont pas mentionnés dans l'information disponible.",12,0.0835,100.22,succes,S3,False,2026-08-01 02:42:46
S3-033,geo_tabulaire,Quelles sont les microfinances presentes a Manjo ?,Je ne dispose pas de cette information dans mes documents.,12,0.0875,78.06,succes,S3,False,2026-08-01 02:44:04
S3-034,geo_tabulaire,Quelles sont les microfinances presentes a Melong ?,"Selon le texte fourni, il y a au moins trois établissements de microfinance mentionnés sous le nom de ""MELONG"" :

* MUFID DE MELONG (N° 0000337/MINFI du 22/04/2020)
* MUFID DE MELONG (N° 0000345/MINFI du 22/04/2020)

Il est possible qu'il y ait d'autres établissements de microfinance avec le nom ""MELONG"", mais ce sont les seules deux mentions spécifiques trouvées dans le texte.",12,0.134,103.31,succes,S3,False,2026-08-01 02:45:47
S3-035,geo_tabulaire,Quelles sont les microfinances presentes a Penja ?,Je ne dispose pas de cette information dans mes documents.,12,0.0837,70.51,succes,S3,False,2026-08-01 02:46:58
S3-036,geo_tabulaire,Quelles sont les microfinances presentes a Tiko ?,Je ne dispose pas de cette information dans mes documents.,12,0.0753,83.01,succes,S3,False,2026-08-01 02:48:21
S3-037,geo_tabulaire,Quelles sont les microfinances presentes a Muyuka ?,Je ne dispose pas de cette information dans mes documents.,12,0.0844,66.26,succes,S3,False,2026-08-01 02:49:27
S3-038,geo_tabulaire,Quelles sont les microfinances presentes a Mamfe ?,"D'après l'annexe 15, il est mentionné que les établissements de microfinance présents à Mamfe sont :

- PWD MAMFE Cooperative
- Credit Union LTD (PWDMCCUL) 
- Self-Reliance Savings and Loans Cooperative Society (SEROCCU)
- SONEL Workers Cooperative (SOWOCCUL)",12,0.0968,107.64,succes,S3,False,2026-08-01 02:51:14
S3-039,geo_tabulaire,Quelles sont les microfinances presentes a Ndop ?,Je ne dispose pas de cette information dans mes documents.,12,0.1286,74.06,succes,S3,False,2026-08-01 02:52:29
S3-040,geo_tabulaire,Quelles sont les microfinances presentes a Nkambe ?,"Selon le contexte fourni, il est possible de trouver l'information suivante :

Dans le texte, il est mentionné que NKAMBE Town Cooperative Credit Union NKTACCUL est présent à Nkambe. C'est ainsi qu'il apparaît au tableau 13 : Principaux services proposés par les établissements de microfinance, dans la section ""Liste des établissements de microfinance"".

Cependant, il n'est pas possible d'obtenir plus d'informations sur les autres microfinances présentes à Nkambe.",12,0.1019,97.06,succes,S3,False,2026-08-01 02:54:06
S3-041,geo_tabulaire,Quelles sont les microfinances presentes a Mindif ?,Je ne dispose pas de cette information dans mes documents.,12,0.105,75.71,succes,S3,False,2026-08-01 02:55:21
S3-042,geo_tabulaire,Quelles sont les microfinances presentes a Gazawa ?,"Selon le contexte fourni, il n'y a aucune information spécifique sur les microfinances présentes à Gazawa. Cependant, je peux vous dire que le Coop-CA MUFID de Gazawa est mentionné dans la liste des établissements de microfinance indépendants du Cameroun.",12,0.0601,118.34,succes,S3,False,2026-08-01 02:57:20
S3-043,geo_tabulaire,Quelles sont les microfinances presentes a Founangue ?,Je ne dispose pas de cette information dans mes documents.,12,0.1282,79.34,succes,S3,False,2026-08-01 02:58:39
S3-044,geo_tabulaire,Peux-tu me lister les etablissements de microfinance situes a Yaounde ?,"D'après les informations présentes dans le contexte, voici une liste d'établissements de microfinance situés à Yaoundé :

1. UNITY COOPERATIVE SOCIETY (UNICS)
2. UNIVERS FINANCE CAMEROUN S A
3. VISION FINANCE S. A",12,0.128,99.83,succes,S3,False,2026-08-01 03:00:19
S3-045,geo_tabulaire,Peux-tu me lister les etablissements de microfinance situes a Douala ?,"D'après les informations fournies, voici les établissements de microfinance situés à Douala :

1. Coopérative d'Epargne et de Crédit Garantie Mutuelle pour l’Investissement (CEGAMI)
2. Mutuelle Communautaire de Croissance DE YABASSI (MC² de YABASSI)
3. Société Coopérative d’Assistance de Prévoyance d’Epargne et de Crédit du Cameroun (SOCAPEC)

Ces établissements sont mentionnés dans l'annexe du document ""ANALYSE SECTORIELLE : LA BANQUE ET LA MICROFINANCE EN ZONE CEMAC"" avec les informations suivantes :

- N° Dénomination Localisation Dirigeants Agrément Numéro d’immatriculation au CNC
- PCA (Président de la Commission Administrative) - DG (Directeur Général) - CAC (Cabinet du Directeur Général)

Il est important de noter que ces informations sont contenues dans un document spécifique et ne constituent pas une source universelle d'information.",12,0.1152,210.47,succes,S3,True,2026-08-02 21:36:04
S3-046,geo_tabulaire,Peux-tu me lister les etablissements de microfinance situes a Bafoussam ?,"Oui, selon la documentation fournie, il y a au moins une établissement de microfinance situé à Bafoussam :

* MUFID DE BAFOUSSAM 
Rural 
Bafoussam Rural 
BP : 1399 
Bafoussam 
PCA : TAKOUO TAGHEU Calvin J 
DG : NAMDA MPAMPI Salomee  
DGA: KUE WEMBE Sebastien 
CAC : NOUBISSI Pierre Collins 
000376/MINFI du 
22/04/2020 EMF/2011/0147",12,0.1302,177.88,succes,S3,True,2026-08-02 21:39:03
S3-047,geo_tabulaire,Peux-tu me lister les etablissements de microfinance situes a Bamenda ?,"Selon les informations disponibles, voici quelques établissements de microfinance situés à Bamenda :

1. ALAMANDUM COMMUNITY CREDIT AND SAVINGS PLC
2. 151 Mutual Guarantee Financing Company (MUGFIG)
3. Opus Securitaris Solidarity Ltd (OPSECS)
4. Micro Credit investment and Saving Company (MICRE)

Il est possible que d'autres établissements de microfinance soient présents à Bamenda, mais ces quatre sont les seuls mentionnés dans le contexte fourni.",12,0.1271,106.86,succes,S3,False,2026-08-01 03:06:02
S3-048,geo_tabulaire,Peux-tu me lister les etablissements de microfinance situes a Garoua ?,"D'après les informations disponibles dans le contexte, il n'y a que 1 établissement de microfinance situé à Garoua :

* Caisse Coopérative d’Epargne et de Crédit pour les Initiatives Communes du Septentrion (CECICS) 
Carrefour Yelwa 
B.P 859 Garoua",12,0.1241,59.91,succes,S3,False,2026-08-01 03:07:02
S3-049,geo_tabulaire,Peux-tu me lister les etablissements de microfinance situes a Maroua ?,"D'après les informations disponibles, je peux vous lister les établissements de microfinance situés à Maroua :

1. 75 CREDIT DU SAHEL S.A (CDS) - Quartier Founangue, B.P 720 Mra
2. Société Coopérative Régionale des CVECA et CECA de l’Extrême-Nord - Maroua 
    PCA : MASSING IENBA 
    DG : NGOUYAMSA DAIROU 
    DGA : OUDJABISSA AGONOKO Theodore",12,0.1336,164.64,succes,S3,True,2026-08-02 21:41:48
S3-050,geo_tabulaire,Peux-tu me lister les etablissements de microfinance situes a Ngaoundere ?,"D'après le contexte fourni, voici les établissements de microfinance situés à Ngaoundéré :

1. Société Coopérative Régionale des CVECA et CECA de l’Adamaoua (N°000404/MINFI du 05/05/2021)
2. Caisse Populaire Coopérative du Plateau (N°00353/MINEFI du 27/07/2001)
3. Ngaoundéré Coopérative Credit Union (NGACCUL) (N°0000299/MINFI du 22/04/2020)

Il y a peut-être d'autres établissements de microfinance situés à Ngaoundéré, mais je ne dispose pas des informations nécessaires pour les lister.",12,0.1099,141.2,succes,S3,False,2026-08-01 03:11:14
S3-051,geo_tabulaire,Peux-tu me lister les etablissements de microfinance situes a Bertoua ?,"Selon les informations disponibles dans le contexte, voici la liste des établissements de microfinance situés à Bertoua :

* MUFID DE BERTOUA : 
  + Adresse : B.P 670 Bertoua
  + Président du conseil d'administration (PCA) : EMASSI Jacques
  + Directeur général (DG) : WAMBO Emmanuel",12,0.1192,112.09,succes,S3,False,2026-08-01 03:13:06
S3-052,geo_tabulaire,Peux-tu me lister les etablissements de microfinance situes a Ebolowa ?,"D'après le contexte fourni, je peux vous indiquer que l'établissement de microfinance situé à Ebolowa est :

* La Société Coopérative Régionale des CVECA et CECA du Sud EBOLOWA, dont la PCA (Président de la Commission Administration) est MANDENG JOB Alphonse Daudet.",12,0.1119,103.45,succes,S3,False,2026-08-01 03:14:49
S3-053,geo_tabulaire,Peux-tu me lister les etablissements de microfinance situes a Buea ?,"D'après le contexte fourni, je peux vous indiquer que les établissements de microfinance situés à Buea sont :

1. BUEA P T Cooperative Credit Union LTD (BPTCCUL)
2. BUEA Police Savings and Loans Cooperative (BPCCUL)

Ces informations sont contenues dans le texte fourni, notamment dans la section ""Exploitation des bénéficiaires des IMF ?"" et la liste des établissements de microfinance mentionnée en annexe.",12,0.1325,105.3,succes,S3,False,2026-08-01 03:16:34
S3-054,geo_tabulaire,Peux-tu me lister les etablissements de microfinance situes a Limbe ?,"Je peux vous fournir une liste des établissements de microfinance situés à Limbe, selon le tableau 11 :

- NKONGNI Savings and Loans Cooperative Society (NKONGNI Funds) 

Néanmoins, il est important de noter que cette liste pourrait ne pas être exhaustive.",12,0.1197,102.41,succes,S3,False,2026-08-01 03:18:17
S3-055,geo_tabulaire,Peux-tu me lister les etablissements de microfinance situes a Kribi ?,Je ne dispose pas de cette information dans mes documents.,12,0.1254,60.61,succes,S3,False,2026-08-01 03:19:17
S3-056,geo_tabulaire,Peux-tu me lister les etablissements de microfinance situes a Edea ?,"Selon les informations disponibles dans le contexte, je peux vous fournir la liste des établissements de microfinance situés à Edéa :

- Société Coopérative Régionale des CVECA et CECA du littoral d'Edéa
  - DG : TJEGA Joseph Pascal
  - CAC : NGAMBI Marcel
  - N°000397/MINFI du 05/05/2021",12,0.1147,74.81,succes,S3,False,2026-08-01 03:20:32
S3-057,geo_tabulaire,Peux-tu me lister les etablissements de microfinance situes a Dschang ?,"D'après le contexte fourni, j'ai trouvé une mention d'un établissement de microfinance situé à Dschang :

* Caisse Populaire Coopérative de l'Université de Dschang (SCECUDS) 
 * DSCHANG
 * PCA : GUIATANG BENARD 
 * DG : TSANANG Sadrack",12,0.1529,91.89,succes,S3,False,2026-08-01 03:22:04
S3-058,geo_tabulaire,Peux-tu me lister les etablissements de microfinance situes a Kumba ?,"D'après le contexte fourni, je peux vous lister les établissements de microfinance situés à Kumba :

1. Credit Union LTD (KUCCUL) - Treasury street Buea, road KUMBA
2. KUMBA Town Savings and Loans Cooperative Society - B.P 334 KUMBA
3. SONEL Workers Cooperative Credit Union (SOWOCCUL) - Down Beach, B.P 28 LIMBE

Il convient de noter que ces informations ne sont pas exhaustives et que d'autres établissements de microfinance peuvent également être présents à Kumba.",12,0.1226,144.47,succes,S3,True,2026-08-02 21:44:12
S3-059,geo_tabulaire,Peux-tu me lister les etablissements de microfinance situes a Nkongsamba ?,"Je ne dispose pas d'informations spécifiques sur les établissements de microfinance situés à Nkongsamba. Cependant, je peux vous donner quelques informations générales :

Dans le contexte du Guide de la microfinance proposé, il est mentionné que plusieurs institutions sont mentionnées comme étant actives dans la région de l'Est du Cameroun, notamment à Nkongsamba.

Cependant, je n'ai pas trouvé d'informations spécifiques sur les établissements de microfinance situés à Nkongsamba. Je vous recommande de consulter le Guide de la microfinance ou de rechercher auprès des organisations locales pour obtenir plus d'informations précises.",12,0.1186,102.39,succes,S3,False,2026-08-01 03:25:22
S3-060,geo_tabulaire,Peux-tu me lister les etablissements de microfinance situes a Sangmelima ?,"Selon mes informations, il existe une seule entreprise de microfinance située à Sangmelima :

* Société Coopérative d'Epargne et de crédit FERRUDJAL LA FOURMILLIERE
* Numéro d'immatriculation au CNC : 312
* Dirigeants :
 + PCA (Président du Conseil d'Administration) : Mme AYOLO OKALLA
 + DG (Directeur Général) : Mme EMVOUTOU NTYAME Epse",12,0.1073,87.39,succes,S3,False,2026-08-01 03:26:49
S3-119,reglementation,Quel organisme delivre l'agrement des etablissements de microfinance en zone CEMAC ?,La Commission Bancaire de l'Afrique Centrale (COBAC) est chargée de délivre l'agrément des établissements de microfinance en zone CEMAC.,12,0.1673,132.05,succes,S3,False,2026-08-01 04:36:51
S3-120,reglementation,Quelles sont les obligations comptables d'un etablissement de microfinance ?,Je ne dispose pas de cette information dans mes documents.,12,0.1122,85.8,succes,S3,False,2026-08-01 04:38:17
S3-121,reglementation,Que signifie le sigle COBAC ?,Le sigle COBAC désigne l'Organisation des banques africaines et centrafricaines.,12,0.0696,109.41,succes,S3,False,2026-08-01 04:40:07
S3-122,reglementation,Que signifie le sigle CEMAC ?,Le sigle CEMAC est l'acronyme de la Communauté économique et monétaire de l'Afrique centrale.,12,0.0777,111.7,succes,S3,False,2026-08-01 04:41:58
S3-123,reglementation,Que signifie le sigle UMAC ?,Je ne dispose pas de cette information dans mes documents.,12,0.0487,101.84,succes,S3,False,2026-08-01 04:43:40
S3-124,reglementation,Un etablissement de microfinance peut-il collecter l'epargne du grand public ?,"Non, un établissement de microfinance ne peut pas collecter l'épargne du grand public. En effet, selon la définition fournie dans le contexte, les établissements de microfinance de première catégorie sont des sociétés coopératives avec un conseil d'administration, tandis que ceux de deuxième et troisième catégorie sont des sociétés anonymes avec un conseil d'administration. Parmi ces dernières, seuls ceux qui ne collectent l'épargne auprès du grand public peuvent être considérés comme des établissements de microfinance, mais même dans ce cas, la collecte de l'épargne est limitée aux membres du groupe.",12,0.1321,138.73,succes,S3,False,2026-08-01 04:45:59
S3-125,reglementation,Quelles sanctions la COBAC peut-elle appliquer a un EMF en infraction ?,Je ne dispose pas de cette information dans mes documents.,12,0.0894,126.72,succes,S3,False,2026-08-01 04:48:06
S3-126,reglementation,Quelle est la difference entre un EMF et une banque commerciale ?,Je ne dispose pas de cette information dans mes documents.,12,0.0676,156.5,succes,S3,False,2026-08-01 04:50:42
S3-127,reglementation,Un EMF de premiere categorie peut-il servir des clients non-membres ?,"Non, un EMF de première catégorie ne peut pas servir de clients non-membres. Selon les règles strictes définies pour ces établissements, ils collectent l'épargne de leurs propres membres et utilisent exclusivement ce fonds pour accorder des crédits à ces mêmes membres.",12,0.0839,160.59,succes,S3,False,2026-08-01 04:53:23
S3-128,reglementation,Quel est le role du Conseil National du Credit (CNC) ?,Je ne dispose pas de cette information dans mes documents.,12,0.0714,93.89,succes,S3,False,2026-08-01 04:54:57
S3-129,reglementation,Qu'est-ce qu'un numero d'immatriculation au CNC ?,"Un numéro d'immatriculation au CNC (Centre National des Coopératives) est un code unique attribué à chaque établissement ou organisation qui est inscrit au registre national des coopératives. Il sert de référence pour identifier l'établissement et permet de vérifier sa régularité, son statut juridique et ses obligations en matière de coopération.",12,0.0888,135.84,succes,S3,False,2026-08-01 04:57:13
S3-130,reglementation,Quelles informations doit contenir une demande d'agrement EMF ?,Je ne dispose pas de cette information dans mes documents.,12,0.1312,109.31,succes,S3,False,2026-08-01 04:59:02
S3-131,reglementation,Comment un EMF change-t-il de categorie ?,"Pour changer de catégorie, un établissement de microfinance (EMF) doit répondre à certaines conditions. En général, le changement de catégorie est motivé par des raisons telles que :

1)  l'augmentation du montant des dépôts : L'établissement doit dépasser le seuil de 50 milliards FCFA et les EMF qui s'y retrouvent sont réclassés dans la deuxième catégorie.

2)   La remise en question de ses statuts.",12,0.0621,139.53,succes,S3,False,2026-08-01 05:01:21
S3-132,reglementation,Quelles sont les regles de gouvernance imposees aux dirigeants d'un EMF ?,Je ne dispose pas de cette information dans mes documents.,12,0.0697,100.75,succes,S3,False,2026-08-01 05:03:02
S3-133,reglementation,Quel est le capital minimum pour un EMF de troisieme categorie ?,Le capital minimum requis pour un EMF de troisième catégorie est de 300 millions FCFA.,12,0.1065,152.86,succes,S3,False,2026-08-01 05:05:35
S3-134,reglementation,Quel est le capital minimum pour un EMF de deuxieme categorie ?,Le capital social minimum pour un établissement de microfinance (EMF) de deuxième catégorie est de 300 millions FCFA.,12,0.1201,162.64,succes,S3,False,2026-08-01 05:08:18
S3-135,reglementation,La COBAC supervise-t-elle aussi les banques commerciales ?,"Non, je ne dispose pas d'information spécifique sur l'existence d'une réglementation ou d'un organisme supervisé appelé COBAC pour les banques commerciales. Cependant, il est possible que la mention de ""COBAC"" dans le contexte des établissements de microfinance soit liée aux textes réglementaires génériques mentionnés plus tôt (Règlements R-2003/03, R-2005/01, R-2008/01, R-2009/01, R-2009/02 et R-2020/01/R-2020/04), qui s'appliquent aux établissements de crédit en général, y compris les banques commerciales.",12,0.0995,124.36,succes,S3,False,2026-08-01 05:10:22
S3-136,reglementation,Qu'est-ce que le fonds de garantie des EMF ?,Je ne dispose pas de cette information dans mes documents.,12,0.085,134.83,succes,S3,False,2026-08-01 05:12:37
S3-137,reglementation,Quels documents un EMF doit-il transmettre a la COBAC chaque annee ?,Je ne dispose pas de cette information dans mes documents.,12,0.1018,135.76,succes,S3,False,2026-08-01 05:14:53
S3-138,reglementation,Un EMF peut-il operer dans plusieurs pays de la zone CEMAC ?,"Non, selon les informations disponibles, un EMF (Établissement de Microfinance) est principalement activé et réglementé en une seule zone de la CEMAC. Il n'est pas mentionné qu'un EMF puisse opérer dans plusieurs pays de la zone CEMAC.",12,0.1067,6141.95,succes,S3,False,2026-08-01 06:57:15
S3-159,definitions,Explique-moi simplement ce qu'est la microfinance.,"La microfinance est un terme qui désigne les services financiers et économiques offerts aux personnes à faible revenu ou pauvres, en particulier pour aider à lancer ou à développer de petites entreprises. Cela peut inclure le prêt, la garantie, l'épargne et d'autres produits financiers conçus pour répondre aux besoins spécifiques des populations dans ce secteur.",12,0.1146,119.54,succes,S3,False,2026-08-01 06:59:14
S3-160,definitions,A quoi sert le microcredit concretement ?,"Le microcrédit consiste en l'attribution de prêts de faible montant à des entrepreneurs ou à des artisans qui ne peuvent pas accéder aux prêts bancaires classiques. Il permet de concrétiser des microprojets, favorisant l'activité et la création de richesses.",12,0.1516,84.54,succes,S3,False,2026-08-01 07:00:39
S3-161,definitions,Comment fonctionne une tontine traditionnelle ?,"Une tontine traditionnelle fonctionne sur le principe suivant :

1. Des participants collectent des cotisations à un fonds commun.
2. Les cotisations sont accumulées dans la caisse de la tontine jusqu'à ce que les membres décident d'effectuer un partage, c'est-à-dire de redistribuer tout l'argent accumulé aux membres au prorata de ce qu'ils ont cotisé.
3. Lorsqu'un participant meurt ou quitte le groupe, sa part est répartie entre les survivants.
4. Le dernier participant à rester dans la tontine récupère finalement le capital total.

Ce système permet une certaine sécurité et stabilité financière aux participants, car ils savent que leurs cotisations sont accumulées pour leur bénéfice à long terme.",12,0.0861,123.57,succes,S3,False,2026-08-01 07:02:42
S3-162,definitions,Quelle est la difference entre microcredit et credit bancaire classique ?,"La différence entre microcrédit et crédit bancaire classique tient à plusieurs facteurs :

*   Le montant emprunté : Le microcrédit est destiné aux petites sommes, souvent inférieures à 1 000 euros.
*   Les taux d'intérêt : Les taux d'intérêt des microcrédits sont généralement plus élevés que ceux du crédit bancaire classique, ce qui peut rendre les prêts plus difficiles à rembourser pour les emprunteurs.
*   L'objectif du prêt : Le microcrédit est destiné à aider les petites entreprises ou les ménages à accéder au crédit et à financer leurs projets, tandis que le crédit bancaire classique est souvent utilisé pour acheter des biens de consommation ou pour financer des investissements.
*   La durée du prêt : Les microcrédits ont généralement une durée plus courte que les prêts classiques, ce qui peut rendre les emprunteurs plus vulnérables à la pauvreté.

Il est important de noter que ces distinctions ne sont pas toujours claires et peuvent varier selon les institutions financières.",12,0.086,155.82,succes,S3,False,2026-08-01 07:05:18
S3-163,definitions,Pourquoi la microfinance existe-t-elle ?,Je ne dispose pas de cette information dans mes documents.,12,0.1143,92.39,succes,S3,False,2026-08-01 07:06:50
S3-164,definitions,Qui sont les beneficiaires typiques de la microfinance ?,"Selon le Guide de la microfinance, les bénéficiaires typiques de la microfinance sont des ménages très pauvres capables d'initiatives économiques. Cependant, il est également admis que le microcrédit trouve toute sa pertinence chez les ménages juste au-dessus du seuil de pauvreté, mais encore vulnérables.",12,0.1218,115.8,succes,S3,False,2026-08-01 07:08:46
S3-165,definitions,Quels sont les risques de la microfinance pour les emprunteurs ?,"Les risques de la microfinance pour les empruteurs incluent l'usure, qui consiste à accumuler des emprunts aux taux croissants pour rembourser les précédents. Cela peut entraîner une spirale d'emprunts qui devient de plus en plus difficile à faire face. De plus, certains emprunteurs peuvent être exposés à la fongibilité de l'aide, ce qui signifie qu'ils peuvent utiliser des prêts pour investir dans des activités qui n'ont pas besoin de capital, plutôt que de les utiliser pour répondre à leurs besoins immédiats.",12,0.1078,97.19,succes,S3,False,2026-08-01 07:10:23
S3-166,definitions,La microfinance reduit-elle vraiment la pauvrete ?,"Non, il n'est pas évident que la microfinance réduise la pauvreté. Les critiques suggèrent que l'efficacité de la microfinance pour réduire la pauvreté est difficile à prouver et qu'il existe des risques importants d'endetter les plus pauvres qui n'ont pas les capacités de remboursement, ce qui pourrait contribuer à l'accroissement des inégalités.",12,0.1634,117.05,succes,S3,False,2026-08-01 07:12:21
S3-167,definitions,Quels services propose typiquement un EMF a ses clients ?,Je ne dispose pas de cette information dans mes documents.,12,0.073,135.59,succes,S3,False,2026-08-01 07:14:36
S3-168,definitions,Quelle est l'origine historique du microcredit ?,"L'origine historique du microcrédit se trouve dans la pratique de prêt sur gage à taux faibles ou nuls des monts-de-piété, les tontines en pays émergents, dans les mutuelles de crédit agricole et les banques populaires créées en Europe à la fin du XIXe siècle. Une activité de micro-crédit est également attestée chez des marchands comme Luis Alfonso Condesil en Andalousie à la fin du XVe siècle, qui prêtait des sommes infimes avec des délais longs et des facilités de remboursement pour soutenir la croissance locale.",12,0.1111,108.54,succes,S3,False,2026-08-01 07:16:25
S3-169,definitions,Quels sont les avantages d'une tontine par rapport a une banque ?,"Les avantages d'une tontine par rapport à une banque sont :

*   La possibilité de faire fructifier un capital de départ, ce qui peut être bénéfique pour les personnes qui ont un surplus d'argent et souhaitent le déposer de manière sécurisée.
*   L'épargne à fréquence régulière, ce qui permet aux participants d'économiser de manière efficace et de se préparer à des besoins futurs.
*   La protection contre la mortalité et l'invalidité, grâce à l'assurance décès invalidité qui protège les héritiers.

En revanche, les banques peuvent offrir des avantages tels que :

*   Un accès facile aux crédits, même pour les personnes qui n'ont pas de revenus minimum.
*   Des taux d'intérêt compétitifs et une flexibilité dans les conditions de prêt.

Cependant, il convient de noter que la microfinance est un sujet complexe et débattu, et qu'il est difficile de généraliser l'efficacité de la microfinance pour plusieurs raisons.",12,0.1028,198.34,succes,S3,False,2026-08-01 07:19:43
S3-170,definitions,Comment une association collective d'epargne fonctionne-t-elle ?,"Une association collective d'épargne est un type de tontine qui réunit des épargnants pour investir en commun dans un actif financier ou un bien. Les épargnants contribuent de leur côté et reçoivent une rémunération un peu moins élevée que celle qu'ils auraient obtenue directement du marché.

Les membres de l'association collective d'épargne reçoivent nettement plus que ce qu'ils ont cotisé, permettant ainsi à la somme récupérée de faire face à des dépenses importantes prévisibles ou à être investie à long terme.",12,0.0831,97.18,succes,S3,False,2026-08-01 07:21:20
S3-171,definitions,Quels sont les acteurs principaux du secteur de la microfinance en zone CEMAC ?,"Les acteurs principaux du secteur de la microfinance en zone CEMAC sont les établissements de microfinance (EMF) et les promoteurs individuels locaux. Les EMF sont des institutions financières spécialisées dans le prêt à court terme aux particuliers, tandis que les promoteurs individuels locaux sont des personnes physiques ou morales originaires de la zone CEMAC qui participent ou sont à l'origine de la création des structures de microfinance.",12,0.1759,188.32,succes,S3,False,2026-08-01 07:24:29
